2024-05-03 15:19:59.359688,hyperdbg-cli.e,14e0,758,8,58,0,0,0
2024-05-03 15:19:59.360449,conhost.exe,1160,f0c,7,4,0,0,0
2024-05-03 15:19:59.395414,conhost.exe,1160,f0c,e,1a4,0,ffffffff,7167dfedb0
2024-05-03 15:19:59.426322,conhost.exe,1160,f0c,100f,50054,404,1f5b7ef7500,0
2024-05-03 15:19:59.457598,conhost.exe,1160,f0c,7,4,0,0,0
2024-05-03 15:19:59.489218,hyperdbg-cli.e,14e0,212c,3c,ffffffffffffffff,fffffffffffffffe,ffffffffffffffff,2a120b41ce0
2024-05-03 15:19:59.520275,conhost.exe,1160,f0c,4,4,0,0,4
2024-05-03 15:19:59.551486,hyperdbg-cli.e,14e0,212c,48,ce537ff610,1f0003,0,0
2024-05-03 15:19:59.582926,hyperdbg-cli.e,14e0,212c,7,2dc,2ec,0,0
2024-05-03 15:19:59.613874,conhost.exe,1160,f68,10af,50054,3,0,1f5b7ef7500
2024-05-03 15:19:59.645112,hyperdbg-cli.e,14e0,212c,34,0,ce537ff7b0,ce533c3000,100
2024-05-03 15:19:59.676554,conhost.exe,1160,f68,1030,50054,1,7167d7f880,0
2024-05-03 15:19:59.707516,conhost.exe,1160,f68,104e,50054,1,1f5b854b804,7167d7f790
2024-05-03 15:19:59.738975,hyperdbg-cli.e,14e0,758,8,58,0,0,0
2024-05-03 15:19:59.770148,conhost.exe,1160,f68,100e,50054,c01b,0,7167d7f4b0
2024-05-03 15:19:59.801473,conhost.exe,1160,f68,1524,50054,fffffff0,14cf0000,0
2024-05-03 15:19:59.832490,conhost.exe,1160,f68,5,7167d7f4e0,18,0,7167d7f580
2024-05-03 15:19:59.863718,conhost.exe,1160,f68,100e,50054,a91f,0,0
2024-05-03 15:19:59.895296,conhost.exe,1160,f0c,7,4,0,0,0
2024-05-03 15:19:59.926530,conhost.exe,1160,f68,146e,50054,0,7167d7ea08,7167d7eb10
2024-05-03 15:19:59.957580,conhost.exe,1160,f0c,1d2,7ff7205934e0,0,0,0
2024-05-03 15:19:59.988899,conhost.exe,1160,f68,146c,50054,0,7167d7ea08,7167d7eb10
2024-05-03 15:20:00.020311,dwm.exe,420,6d8,b,238,c0e7bdf918,0,230e34f8c08
2024-05-03 15:20:00.051388,conhost.exe,1160,f68,1469,50054,0,7167d7ea08,7167d7eb10
2024-05-03 15:20:00.082449,conhost.exe,1160,f68,1445,50054,7167d7ee20,1,1
2024-05-03 15:20:00.113827,dwm.exe,420,6d8,17,d14,c0e7bdf2e8,2,c0e7bdf1a0
2024-05-03 15:20:00.145038,conhost.exe,1160,f68,100e,50054,a914,7167d7ea08,7167d7eb10
2024-05-03 15:20:00.176157,dwm.exe,420,6d8,17,d14,c0e7bdf2e8,2,c0e7bdf1a0
2024-05-03 15:20:00.207576,conhost.exe,1160,f68,1094,50054,8,8,1f
2024-05-03 15:20:00.238643,conhost.exe,1160,f68,100e,50054,a91f,53,40d
2024-05-03 15:20:00.269881,dwm.exe,420,6d8,111f,4,c0e7bdf2d8,c0e7bdf2d0,0
2024-05-03 15:20:00.301442,conhost.exe,1160,f68,146e,50054,0,7167d7ea08,7167d7eb10
2024-05-03 15:20:00.332731,dwm.exe,420,6d8,112f,4,2,c0e7bdf370,c0e7bdf400
2024-05-03 15:20:00.363850,conhost.exe,1160,f68,146c,50054,0,7167d7ea08,7167d7eb10
2024-05-03 15:20:00.395099,dwm.exe,420,6d8,3e,8ec,230da7bc380,1,c0e7bdf850
2024-05-03 15:20:00.426426,conhost.exe,1160,f68,1469,50054,0,7167d7ea08,7167d7eb10
2024-05-03 15:20:00.457266,dwm.exe,420,6d8,172,8f0,c0e7bdf1c0,1,c0e7bdf1b0
2024-05-03 15:20:00.488854,conhost.exe,1160,f68,108c,50054,7167d7ede0,7fff80d00000,0
2024-05-03 15:20:00.520083,dwm.exe,420,6d8,5b,3,230da558ce0,1,0
2024-05-03 15:20:00.551272,conhost.exe,1160,f68,5,7167d7f4e0,18,0,7167d7f580
2024-05-03 15:20:00.582573,conhost.exe,1160,f68,1524,50054,fffffff0,14ef0000,0
2024-05-03 15:20:00.613768,conhost.exe,1160,f68,5,7167d7f4e0,18,0,7167d7f580
2024-05-03 15:20:00.645132,conhost.exe,1160,f68,100e,50054,a91f,0,0
2024-05-03 15:20:00.676277,conhost.exe,1160,f68,146e,50054,0,7167d7ea08,7167d7eb10
2024-05-03 15:20:00.707575,conhost.exe,1160,f68,146c,50054,0,7167d7ea08,7167d7eb10
2024-05-03 15:20:00.738814,conhost.exe,1160,f68,1469,50054,0,7167d7ea08,7167d7eb10
2024-05-03 15:20:00.769984,dwm.exe,420,6d8,b,238,c0e7bdf918,0,230e34f8c08
2024-05-03 15:20:00.800979,dwm.exe,420,6fc,4,284,0,c0e7effb58,c0e7effc29
2024-05-03 15:20:00.832484,dwm.exe,420,6fc,4,1210,0,c0e7effb58,c0e7effc29
2024-05-03 15:20:00.863433,dwm.exe,420,6fc,124a,c0e7effb20,230df7ec5c0,0,230df15f7a0
2024-05-03 15:20:00.894818,dwm.exe,420,6fc,5b,2,c0e7effc28,1,0
2024-05-03 15:20:00.926216,hyperdbg-cli.e,14e0,212c,7,208,0,0,0
2024-05-03 15:20:00.957210,conhost.exe,1160,11a4,4,1a8,0,0,0
2024-05-03 15:20:00.988665,OneDrive.exe,1fe8,1c28,4,ae0,0,844d7ff858,844d7ff9d0
2024-05-03 15:20:01.019903,conhost.exe,1160,11a4,4,1a4,0,0,0
2024-05-03 15:20:01.050963,hyperdbg-cli.e,14e0,212c,4,208,0,0,208
2024-05-03 15:20:01.082085,hyperdbg-cli.e,14e0,212c,7,2dc,2ec,0,0
2024-05-03 15:20:01.113394,hyperdbg-cli.e,14e0,212c,34,0,ce537ff7b0,ce533c3000,100
2024-05-03 15:20:01.144586,dwm.exe,420,6fc,25,fffffffffffffffe,17,c0e7effc60,10
2024-05-03 15:20:01.176008,dwm.exe,420,6fc,11e8,c0e7eff888,c0e7effa98,c0e7effa58,0
2024-05-03 15:20:01.207165,dwm.exe,420,6fc,1b1,268,0,c0e7eff910,30
2024-05-03 15:20:01.238377,dwm.exe,420,6fc,111e,4,c0e7eff8a0,c0e7eff7d8,4ed718
2024-05-03 15:20:01.269657,dwm.exe,420,6fc,1131,4,c0e7eff770,c0e7eff778,c0e7effd90
2024-05-03 15:20:01.300971,dwm.exe,420,6fc,172,45c,c0e7eff3c0,1,c0e7eff3b0
2024-05-03 15:20:01.332322,dwm.exe,420,6fc,5b,1,230da561be0,1,0
